ENSPID,UniProtID,MolecularWeight
ENSP00000325136,P55084,51294.0
ENSP00000313420,P78527,469089.0
ENSP00000400101,Q9UJS0,74176.0
ENSP00000262187,Q15382,20497.0
ENSP00000408411,P13473,44961.0
ENSP00000365745,Q14247,61586.0
ENSP00000243563,P09012,31280.0
ENSP00000244520,P09234,17394.0
ENSP00000216962,P11216,96696.0
ENSP00000229390,Q13242,25542.0
ENSP00000354468,A0A8J8YWN6,38826.0
ENSP00000301785,Q1KMD3,85105.0
ENSP00000341625,P00167,15330.0
ENSP00000357858,O43684,37155.0
ENSP00000216392,P06737,97149.0
ENSP00000216122,P33992,82286.0
ENSP00000325002,Q9Y678,97718.0
ENSP00000262455,Q9BS26,46971.0
ENSP00000438465,Q96HS1,32004.0
ENSP00000361900,Q15785,34559.0
ENSP00000338862,Q8TDN6,41401.0
ENSP00000219313,P51665,37025.0
ENSP00000224073,O60869,16369.0
ENSP00000281828,Q9NSD9,66116.0
ENSP00000426167,Q9NRP0,16829.0
ENSP00000357838,P04181,48535.0
ENSP00000346453,Q8TEX9,118715.0
ENSP00000427687,O75083,66194.0
ENSP00000227525,Q9BVC6,26210.0
ENSP00000358554,O75934,26131.0
ENSP00000346954,Q6UW68,21198.0
ENSP00000380414,,
ENSP00000418221,Q6DKI1,29669.0
ENSP00000254940,Q9Y221,20463.0
ENSP00000378191,A0A8C8KIA0,24152.0
ENSP00000330945,Q9BVK6,27277.0
ENSP00000355228,P05204,9393.0
ENSP00000277865,P00367,61398.0
ENSP00000300291,O43809,26227.0
ENSP00000356541,Q9BWJ5,10135.0
ENSP00000355759,P09874,113084.0
ENSP00000313829,Q07666,48227.0
ENSP00000264639,O43242,60978.0
ENSP00000235090,Q9BQA1,36724.0
ENSP00000349078,P14324,48275.0
ENSP00000256496,Q9NVJ2,21539.0
ENSP00000200457,Q15654,50288.0
ENSP00000384863,O14980,123386.0
ENSP00000428845,Q9Y277,30659.0
ENSP00000332887,Q9UDW1,7308.0
ENSP00000356015,Q9BWD1,41351.0
ENSP00000401470,P46060,63542.0
ENSP00000356602,Q9NP79,33879.0
ENSP00000262982,P55060,110417.0
ENSP00000357633,O76003,37432.0
ENSP00000263672,Q15005,25003.0
ENSP00000228825,O15145,20547.0
ENSP00000367263,Q09666,629101.0
ENSP00000340989,P31947,27774.0
ENSP00000357879,P55036,40737.0
ENSP00000325240,Q14847,29717.0
ENSP00000479861,Q15019,41487.0
ENSP00000420617,Q8IWA4,84160.0
ENSP00000261601,P54578,56069.0
ENSP00000266604,Q9BRT6,15225.0
ENSP00000360793,Q96Q89,210629.0
ENSP00000333666,Q9BV57,21498.0
ENSP00000341743,O43768,13389.0
ENSP00000485663,Q9Y262,66727.0
ENSP00000314030,O60884,45746.0
ENSP00000376472,P46977,80530.0
ENSP00000223029,Q13155,35349.0
ENSP00000370808,P12236,32866.0
ENSP00000273550,P02794,21226.0
ENSP00000216190,O15371,63973.0
ENSP00000380033,A0A5H1ZRQ2,80458.0
ENSP00000356263,Q9H993,51172.0
ENSP00000226796,Q9NY12,22348.0
ENSP00000261758,Q14696,26077.0
ENSP00000354040,Q9BZE4,73964.0
ENSP00000270225,Q9UBE0,38450.0
ENSP00000362803,Q9Y3C6,18237.0
ENSP00000217244,P68400,45144.0
ENSP00000296577,P61221,67314.0
ENSP00000258424,P10606,13696.0
ENSP00000378046,,
ENSP00000257829,Q9H0A0,115730.0
ENSP00000318861,Q13435,100228.0
ENSP00000355890,P07814,170591.0
ENSP00000357320,P51398,45566.0
ENSP00000374332,Q15631,26183.0
ENSP00000262570,Q9NX63,26152.0
ENSP00000325548,Q96KP4,52878.0
ENSP00000379364,Q9H8S9,25080.0
ENSP00000252603,O95336,27547.0
ENSP00000340329,Q14444,78366.0
ENSP00000354201,Q9H832,38210.0
ENSP00000268261,O15305,28082.0
ENSP00000216129,Q14166,74404.0
ENSP00000358140,Q14152,166569.0
ENSP00000300738,P23921,90070.0
ENSP00000379042,Q96HE7,54393.0
ENSP00000429931,O15372,39930.0
ENSP00000378588,Q9Y5J7,10378.0
ENSP00000378699,P06493,34095.0
ENSP00000263774,O75489,30242.0
ENSP00000335321,O75533,145830.0
ENSP00000292823,P49585,41731.0
ENSP00000397249,Q9Y6E2,48162.0
ENSP00000480853,F8VXU5,23980.0
ENSP00000394842,P28676,24010.0
ENSP00000357218,Q8NCW5,31675.0
ENSP00000398803,Q13630,35893.0
ENSP00000273986,Q8N5K1,15278.0
ENSP00000217515,O43396,32251.0
ENSP00000220764,Q16698,36068.0
ENSP00000359380,O00767,41523.0
ENSP00000361512,P60891,34834.0
ENSP00000356989,Q9UHV9,16648.0
ENSP00000362649,Q13547,55103.0
ENSP00000384136,,
ENSP00000014914,Q8NFJ5,40251.0
ENSP00000262947,Q969H8,18795.0
ENSP00000301071,Q71U36,50136.0
ENSP00000427463,P61009,20313.0
ENSP00000011473,Q16563,28565.0
ENSP00000365773,Q9Y617,40423.0
ENSP00000234677,P49591,58777.0
ENSP00000376886,P22392,17298.0
ENSP00000379182,P78406,40968.0
ENSP00000268668,O96000,20777.0
ENSP00000278412,Q08945,81075.0
ENSP00000379563,P30536,18828.0
ENSP00000226253,P09972,39456.0
ENSP00000312356,Q7L0Y3,47347.0
ENSP00000364119,P20042,38388.0
ENSP00000417142,Q16718,13459.0
ENSP00000376345,P62993,25206.0
ENSP00000369042,O95373,119517.0
ENSP00000371221,Q9Y217,71968.0
ENSP00000348442,O00232,52904.0
ENSP00000388806,E7EX17,69698.0
ENSP00000435289,P68402,25569.0
ENSP00000205061,Q92896,134552.0
ENSP00000210313,Q16401,56196.0
ENSP00000261942,Q96CS3,52623.0
ENSP00000216465,A0A0C4DFM0,24114.0
ENSP00000281031,O95298,14188.0
ENSP00000299299,P61457,12000.0
ENSP00000431049,Q9Y2Q3,25497.0
ENSP00000482835,P63010,104553.0
ENSP00000223369,O15498,22418.0
ENSP00000317123,O75643,244508.0
ENSP00000353701,,
ENSP00000233616,,
ENSP00000458770,O14561,17417.0
ENSP00000226299,P28838,56166.0
ENSP00000215570,Q9Y5L4,10500.0
ENSP00000377374,Q969X5,32592.0
ENSP00000364794,P41252,144498.0
ENSP00000320309,Q9Y285,57564.0
ENSP00000246868,Q9Y3A5,28764.0
ENSP00000275428,O75223,21008.0
ENSP00000323889,Q14258,70973.0
ENSP00000359098,H0UI06,12844.0
ENSP00000469468,Q9Y4Z0,15350.0
ENSP00000362271,,
ENSP00000249269,O75439,54366.0
ENSP00000405926,Q9Y3B3,25172.0
ENSP00000336666,P61966,18733.0
ENSP00000371858,P46087,89302.0
ENSP00000262027,P56192,101116.0
ENSP00000474560,Q16836,34294.0
ENSP00000361704,,
ENSP00000253108,O75821,35611.0
ENSP00000392094,Q15029,109436.0
ENSP00000316032,P52948,197579.0
ENSP00000261636,P40616,20418.0
ENSP00000377446,P53597,36250.0
ENSP00000267103,Q9HB07,42508.0
ENSP00000276689,Q9Y6M9,21831.0
ENSP00000397552,O96019,47461.0
ENSP00000369915,Q99733,42823.0
ENSP00000420914,,
ENSP00000267113,Q9BSJ8,122856.0
ENSP00000319281,P80723,22693.0
ENSP00000464327,Q9Y3E5,19194.0
ENSP00000460348,Q6P2Q9,273600.0
ENSP00000216297,Q9Y5B9,119914.0
ENSP00000263354,P54920,33233.0
ENSP00000278671,Q6IAA8,17745.0
ENSP00000352603,O00189,49977.0
ENSP00000320184,Q9Y3D9,21771.0
ENSP00000299138,Q96QK1,91707.0
ENSP00000261973,P49756,100185.0
ENSP00000346725,O00541,68003.0
ENSP00000360939,P30085,22222.0
ENSP00000352834,,
ENSP00000246554,,
ENSP00000234038,Q15435,41564.0
ENSP00000217109,Q05048,48358.0
ENSP00000242784,Q9BQ61,18419.0
ENSP00000253363,Q14498,59380.0
ENSP00000466897,D6W5Y5,31918.0
ENSP00000304802,P23919,23819.0
ENSP00000362773,Q9Y237,13810.0
ENSP00000360782,Q10713,58253.0
ENSP00000337746,Q9NPH2,61068.0
ENSP00000362728,O60684,60030.0
ENSP00000284320,O94826,67455.0
ENSP00000360316,Q15392,60101.0
ENSP00000389631,O15143,40950.0
ENSP00000417229,Q9BY44,64990.0
ENSP00000261574,O00410,123630.0
ENSP00000452697,P67812,20625.0
ENSP00000223129,P35244,13569.0
ENSP00000291577,P0DPI2,28170.0
ENSP00000381231,P35520,60587.0
ENSP00000386541,O00487,34577.0
ENSP00000301329,Q9HC38,34793.0
ENSP00000362041,Q8WXX5,29910.0
ENSP00000283131,O60264,121905.0
ENSP00000303754,Q08752,40764.0
ENSP00000265838,P24752,45200.0
ENSP00000264893,Q9NVA2,49398.0
ENSP00000343885,Q9H2U2,37920.0
ENSP00000336712,Q92973,102355.0
ENSP00000362110,Q12874,58849.0
ENSP00000348886,Q9UJZ1,38534.0
ENSP00000383003,P62942,11951.0
ENSP00000362924,P06396,85698.0
ENSP00000416959,P62995,33666.0
ENSP00000244061,Q9Y508,25694.0
ENSP00000381844,Q6DD88,60542.0
ENSP00000392709,,
ENSP00000342778,O15355,59272.0
ENSP00000285814,Q9BYG3,34222.0
ENSP00000301729,P42126,32816.0
ENSP00000345837,Q9C005,11250.0
ENSP00000233057,P19525,62094.0
ENSP00000484343,A0A087X1N8,44822.0
ENSP00000364289,Q09161,91839.0
ENSP00000438349,Q9UI30,14199.0
ENSP00000379512,P10620,17599.0
ENSP00000261868,O75822,29062.0
ENSP00000221855,Q99426,27326.0
ENSP00000264954,Q9HAV7,24279.0
ENSP00000296543,Q9BXJ9,101272.0
ENSP00000359675,P63218,7318.0
ENSP00000406157,O95340,69501.0
ENSP00000334373,O00629,57887.0
ENSP00000228740,P09960,69285.0
ENSP00000342502,Q96C36,33637.0
ENSP00000230085,O60493,18762.0
ENSP00000447942,Q99471,17328.0
ENSP00000264705,P27708,242984.0
ENSP00000307567,P47897,87799.0
ENSP00000333769,P35613,42200.0
ENSP00000299518,P50213,39592.0
ENSP00000410452,P16949,17303.0
ENSP00000309262,Q86UV5,119032.0
ENSP00000398610,P50995,54390.0
ENSP00000308897,Q9Y3B7,20683.0
ENSP00000380702,Q99417,11967.0
ENSP00000256366,P57105,15928.0
ENSP00000261263,Q9UL25,24348.0
ENSP00000470142,Q92900,124345.0
ENSP00000483254,O14979,46438.0
ENSP00000473929,Q14802,9263.0
ENSP00000367893,P49903,42911.0
ENSP00000261427,P61086,22407.0
ENSP00000245539,Q9Y2R9,28134.0
ENSP00000346080,Q6P5R6,14607.0
ENSP00000229340,Q15286,23025.0
ENSP00000228506,Q14165,32234.0
ENSP00000353770,P31350,44878.0
ENSP00000434516,Q16881,70906.0
ENSP00000360635,Q9UHL4,54341.0
ENSP00000381565,,
ENSP00000440485,O00233,24682.0
ENSP00000244763,P43307,32235.0
ENSP00000419378,O95833,26648.0
ENSP00000338173,Q8TB72,114216.0
ENSP00000330918,A6NDG6,34006.0
ENSP00000398722,Q9BWS9,44941.0
ENSP00000363313,O43172,58449.0
ENSP00000318177,Q96I24,61640.0
ENSP00000319169,O14744,72684.0
ENSP00000267814,Q00796,38325.0
ENSP00000419004,Q96D46,57603.0
ENSP00000451818,P61011,55705.0
ENSP00000420195,O75494,31301.0
ENSP00000477502,Q5JPE7,139439.0
ENSP00000273308,Q9Y2B0,20652.0
ENSP00000367939,O14949,9906.0
ENSP00000360498,Q8IXM3,15383.0
ENSP00000356790,P05026,35061.0
ENSP00000327821,O43592,109964.0
ENSP00000290949,P61421,40329.0
ENSP00000294258,O95159,34114.0
ENSP00000402338,Q9H7B2,35583.0
ENSP00000225577,P23443,59140.0
ENSP00000233557,Q9UHY1,59845.0
ENSP00000276461,,
ENSP00000415536,P52434,17143.0
ENSP00000282007,Q5T200,196635.0
ENSP00000369129,P15924,331774.0
ENSP00000479153,A0A024R571,61927.0
ENSP00000299736,Q7Z7K6,29946.0
ENSP00000340736,P46976,39384.0
ENSP00000294742,O15511,16320.0
ENSP00000320147,Q15910,85363.0
ENSP00000269848,P17858,85018.0
ENSP00000291458,Q4VC31,16620.0
ENSP00000358081,O95817,61595.0
ENSP00000327054,Q03252,69948.0
ENSP00000265351,Q9HAV4,136311.0
ENSP00000309474,Q99460,105836.0
ENSP00000466214,O14737,14285.0
ENSP00000351492,Q9BZL1,8547.0
ENSP00000296597,Q8N183,19856.0
ENSP00000263239,Q9NVP1,75407.0
ENSP00000322450,P49821,50817.0
ENSP00000438204,Q8N4H5,6035.0
ENSP00000345808,Q8IWW6,96254.0
ENSP00000377696,Q9NQR4,30608.0
ENSP00000361845,O75844,54813.0
ENSP00000406327,Q5RI15,13291.0
ENSP00000345361,Q9BPX5,16941.0
ENSP00000302160,P62310,11845.0
ENSP00000431391,Q9BZZ5,59005.0
ENSP00000377148,O43747,91351.0
ENSP00000262965,P15923,67600.0
ENSP00000263383,A1L0T0,67868.0
ENSP00000376475,P10644,42982.0
ENSP00000425561,P06730,25097.0
ENSP00000265641,P50416,88368.0
ENSP00000339479,P49902,64970.0
ENSP00000216639,Q99986,45476.0
ENSP00000346550,P08133,75873.0
ENSP00000302111,B4DEE8,25050.0
ENSP00000387654,Q9UHG3,56640.0
ENSP00000452871,Q04726,83417.0
ENSP00000312066,Q9UHB9,70730.0
ENSP00000379838,Q9Y2V2,15892.0
ENSP00000416706,Q562R1,42003.0
ENSP00000331678,Q9Y446,87082.0
ENSP00000350170,P51114,69721.0
ENSP00000178638,O43570,39451.0
ENSP00000266544,Q16795,42510.0
ENSP00000260746,P36405,20456.0
ENSP00000369176,O95139,15489.0
ENSP00000447730,P08962,25637.0
ENSP00000266679,Q16630,59210.0
ENSP00000348965,Q14204,532408.0
ENSP00000307078,P33176,109685.0
ENSP00000363191,P60602,8183.0
ENSP00000422473,P57088,27978.0
ENSP00000380286,Q9BRJ6,22083.0
ENSP00000233078,Q96EP5,43383.0
ENSP00000382707,Q01628,14632.0
ENSP00000358719,P48163,64150.0
ENSP00000216252,Q7RTV0,12405.0
ENSP00000366819,P15374,26183.0
ENSP00000478479,Q9NP72,22977.0
ENSP00000251047,P49257,57549.0
ENSP00000360644,O60762,29634.0
ENSP00000317780,P20674,16762.0
ENSP00000215071,P48556,39612.0
ENSP00000283290,Q9NT62,35864.0
ENSP00000274496,Q969M3,27989.0
ENSP00000378721,O94979,133015.0
ENSP00000446184,Q5JTH9,143702.0
ENSP00000237889,O43676,11402.0
ENSP00000261015,Q9GZL7,47708.0
ENSP00000217195,Q9GZN8,19291.0
ENSP00000335247,Q9Y365,33049.0
ENSP00000408005,Q15599,37414.0
ENSP00000349860,Q06210,78806.0
ENSP00000278823,O94776,75023.0
ENSP00000322706,Q01581,57294.0
ENSP00000215832,P28482,41390.0
ENSP00000307241,P11177,39233.0
ENSP00000221130,P00390,56257.0
ENSP00000291565,O00764,35102.0
ENSP00000276692,Q6P1N9,33602.0
ENSP00000274606,Q9NX24,17201.0
ENSP00000424707,Q8TBQ9,8060.0
ENSP00000343966,Q8WXF1,58744.0
ENSP00000360473,Q9NQP4,15314.0
ENSP00000394863,A0A2C9F2P4,34136.0
ENSP00000483484,O95478,30065.0
ENSP00000309561,Q5XKP0,13087.0
ENSP00000481314,Q9UMY4,18885.0
ENSP00000225665,Q02978,34062.0
ENSP00000363286,Q9NRF9,16860.0
ENSP00000291527,P04155,9150.0
ENSP00000434024,P16104,15145.0
ENSP00000396673,Q8IY81,96558.0
ENSP00000356972,O75306,52546.0
ENSP00000326806,P52298,18001.0
ENSP00000407323,H7C2Q8,40684.0
ENSP00000350869,Q9UL40,32933.0
ENSP00000264170,Q16719,52352.0
ENSP00000376753,O14908,36049.0
ENSP00000370968,Q9BQG0,148855.0
ENSP00000285093,P42765,41924.0
ENSP00000301072,Q9BQE3,49895.0
ENSP00000270538,O43615,51356.0
ENSP00000367938,O14548,12615.0
ENSP00000414398,Q9UBS4,40514.0
ENSP00000362010,P20073,52739.0
ENSP00000478253,B7ZM99,105889.0
ENSP00000457723,Q15287,34208.0
ENSP00000480828,,
ENSP00000279146,O00170,37664.0
ENSP00000315774,O00217,23705.0
ENSP00000387123,P49419,58487.0
ENSP00000256545,Q9NPA0,26471.0
ENSP00000300648,Q92616,292710.0
ENSP00000263694,Q96DI7,39311.0
ENSP00000399888,P17096,11676.0
ENSP00000318822,P55957,21995.0
ENSP00000379350,P05556,88415.0
ENSP00000390265,O75874,46659.0
ENSP00000225525,O14907,13735.0
ENSP00000383274,A0A0A0MSA7,180498.0
ENSP00000264993,Q9UKY7,27335.0
ENSP00000360184,Q9HD45,67888.0
ENSP00000343535,Q93009,128302.0
ENSP00000216225,P62877,12274.0
ENSP00000345774,P51648,54848.0
ENSP00000301634,P04183,25469.0
ENSP00000325690,Q86X55,65854.0
ENSP00000225174,P30405,22040.0
ENSP00000342181,,
ENSP00000215375,P30049,17490.0
ENSP00000215793,Q15459,88886.0
ENSP00000452780,,
ENSP00000286621,A0A5K1VW54,38753.0
ENSP00000239690,Q96RS6,66756.0
ENSP00000037243,P60520,13667.0
ENSP00000322396,Q15050,41193.0
ENSP00000369038,O43324,19811.0
ENSP00000245046,Q9P0I2,29952.0
ENSP00000366672,Q8TEA8,23424.0
ENSP00000299259,P61201,51597.0
ENSP00000440440,Q6VMQ6,136394.0
ENSP00000250101,Q9BRA2,13941.0
ENSP00000360645,Q9UKM7,79580.0
ENSP00000360688,O95881,19206.0
ENSP00000400142,Q01844,68478.0
ENSP00000361562,X6R8A1,56233.0
ENSP00000272519,P11234,23409.0
ENSP00000225573,Q9NVS9,29988.0
ENSP00000321266,P48739,31540.0
ENSP00000359305,Q9Y3A6,26005.0
ENSP00000260803,Q9UK59,61555.0
ENSP00000256689,Q96QD8,56026.0
ENSP00000219400,Q9NRP2,9460.0
ENSP00000429309,P55327,24327.0
ENSP00000265896,Q14534,63923.0
ENSP00000308753,Q9NYL9,39595.0
ENSP00000273398,P38606,68304.0
ENSP00000259457,Q99436,29965.0
ENSP00000223127,O60568,84785.0
ENSP00000222120,O95716,24267.0
ENSP00000350012,O95573,80420.0
ENSP00000423674,P46926,32669.0
ENSP00000366396,Q9H0D6,108582.0
ENSP00000438689,P49748,70390.0
ENSP00000480421,Q9BXP5,100666.0
ENSP00000435926,Q92879,52063.0
ENSP00000411532,P11388,174385.0
ENSP00000485525,P30566,54889.0
ENSP00000252102,O43678,10922.0
ENSP00000262375,Q96EY1,52489.0
ENSP00000465930,P51570,42272.0
ENSP00000377617,P13995,37895.0
ENSP00000326579,P53701,30602.0
ENSP00000283415,Q8NF37,59151.0
ENSP00000250495,Q15843,9072.0
ENSP00000261507,Q15800,35216.0
ENSP00000378935,Q8NEY8,52737.0
ENSP00000294360,Q9NWV4,18048.0
ENSP00000377867,Q9P289,46529.0
ENSP00000296684,O43181,20108.0
ENSP00000363041,Q9NZ45,12199.0
ENSP00000421922,,
ENSP00000326219,Q9BTZ2,29537.0
ENSP00000313432,Q9UBQ7,35668.0
ENSP00000278353,Q53GQ0,34324.0
ENSP00000054666,Q15836,11309.0
ENSP00000258821,Q8N0Z6,48928.0
ENSP00000351446,P61964,36588.0
ENSP00000264389,Q9BT78,46269.0
ENSP00000359128,O75607,19344.0
ENSP00000414921,O95758,59690.0
ENSP00000419325,Q96I99,46511.0
ENSP00000381293,P46459,82594.0
ENSP00000199320,Q9UNQ2,35236.0
ENSP00000378426,Q9BQB6,18235.0
ENSP00000273920,Q9UHY7,28933.0
ENSP00000349508,A0A2U3TZM0,216880.0
ENSP00000362352,Q9P0M6,40058.0
ENSP00000329715,Q9Y295,40542.0
ENSP00000241052,P04040,59756.0
ENSP00000376800,P58546,12895.0
ENSP00000350698,Q9H0S4,50647.0
ENSP00000360532,Q99459,92251.0
ENSP00000300035,Q15004,11986.0
ENSP00000319412,Q8N2F6,37540.0
ENSP00000246548,Q9UBT2,71224.0
ENSP00000432472,Q8WUW1,8745.0
ENSP00000380378,P43034,46638.0
ENSP00000378360,Q3LXA3,58947.0
ENSP00000357748,Q9P287,35979.0
ENSP00000482445,Q9BRX8,25764.0
ENSP00000262506,P19784,41213.0
ENSP00000480332,A0A087WWM0,21231.0
ENSP00000379845,P80404,56439.0
ENSP00000356953,Q99643,18610.0
ENSP00000418008,P82650,41280.0
ENSP00000368030,Q9NVI7,71369.0
ENSP00000263645,P60033,25809.0
ENSP00000315693,Q9Y3D7,13825.0
ENSP00000392985,Q9BUP3,27049.0
ENSP00000318868,P34896,53083.0
ENSP00000280557,O43583,22092.0
ENSP00000289371,O60841,138827.0
ENSP00000348316,Q9UK76,16015.0
ENSP00000452123,Q13243,31264.0
ENSP00000356982,Q9Y3C8,19458.0
ENSP00000378165,O43670,50751.0
ENSP00000229314,Q9Y3E0,15426.0
ENSP00000220853,Q15006,34834.0
ENSP00000362308,O75368,12774.0
ENSP00000260118,Q92820,35964.0
ENSP00000249442,O75431,29763.0
ENSP00000367265,Q07065,66022.0
ENSP00000306920,P16278,76075.0
ENSP00000385757,P53004,33428.0
ENSP00000385432,Q9Y6B6,22410.0
ENSP00000355566,Q15388,16298.0
ENSP00000261416,P07686,63137.0
ENSP00000420443,Q9P003,16093.0
ENSP00000362409,Q96TA1,84138.0
ENSP00000362480,O75436,38170.0
ENSP00000023939,A0A0A0MQR2,37532.0
ENSP00000357384,Q9P2X0,10094.0
ENSP00000396308,P00374,21453.0
ENSP00000302640,P17480,89406.0
ENSP00000303057,P45877,22763.0
ENSP00000481842,O00422,17561.0
ENSP00000390783,Q8WVM8,72380.0
ENSP00000262428,Q14019,15945.0
ENSP00000260102,Q9P015,33420.0
ENSP00000354394,P42224,87335.0
ENSP00000370718,O95671,68857.0
ENSP00000403077,Q8N0U8,19836.0
ENSP00000430432,Q92769,55364.0
ENSP00000429301,O15173,23818.0
ENSP00000372112,Q6P587,24542.0
ENSP00000262948,P36507,44424.0
ENSP00000378725,Q86UP2,156275.0
ENSP00000385790,Q96GA7,34674.0
ENSP00000368831,O60749,58471.0
ENSP00000245816,Q16740,30180.0
ENSP00000037869,Q96C01,15641.0
ENSP00000304102,Q7L5N1,36163.0
ENSP00000416293,P11166,54084.0
ENSP00000281938,Q9UJY1,21604.0
ENSP00000225777,O43760,24810.0
ENSP00000355518,P07954,54637.0
ENSP00000366998,Q9Y5X3,46816.0
ENSP00000357691,Q9HCY8,11662.0
ENSP00000351644,Q969Y2,52058.0
ENSP00000357679,Q9Y3Y2,26397.0
ENSP00000359151,P11182,53517.0
ENSP00000308610,P43304,80853.0
ENSP00000346340,Q99627,23226.0
ENSP00000221566,O43765,34063.0
ENSP00000370125,P05114,10659.0
ENSP00000354947,P47755,32949.0
ENSP00000433664,D3DQV9,102330.0
ENSP00000233146,P43246,104743.0
ENSP00000219789,O14735,23539.0
ENSP00000376167,Q13098,55537.0
ENSP00000230431,O43598,19108.0
ENSP00000382779,Q96EE3,39649.0
ENSP00000184266,O95168,15209.0
ENSP00000177742,C9JJ19,26332.0
ENSP00000367697,A0A1C7CYW4,38880.0
ENSP00000377954,Q9P2J5,134466.0
ENSP00000245932,P50552,39830.0
ENSP00000345341,Q9H7Z7,41943.0
ENSP00000363500,Q9Y696,28772.0
ENSP00000369411,P40938,40556.0
ENSP00000362063,P33240,60959.0
ENSP00000402756,Q86WQ0,15876.0
ENSP00000425092,O95232,51466.0
ENSP00000317379,O94925,73461.0
ENSP00000457411,Q14694,87134.0
ENSP00000363899,Q9UFN0,28467.0
ENSP00000313877,P43897,35391.0
ENSP00000367208,Q9Y2Z0,41024.0
ENSP00000254719,P27694,68138.0
ENSP00000336721,Q6PKG0,123510.0
ENSP00000373905,P50570,98064.0
ENSP00000229214,Q13601,43665.0
ENSP00000258455,P82933,45835.0
ENSP00000296456,P13798,81225.0
ENSP00000388996,Q9BXS5,48587.0
ENSP00000350512,Q92905,37579.0
ENSP00000264670,Q08J23,86471.0
ENSP00000375960,P55196,206804.0
ENSP00000219431,P29372,32869.0
ENSP00000338844,Q15437,86479.0
ENSP00000277165,Q9NZB2,121888.0
ENSP00000310668,Q8N1F7,93488.0
ENSP00000274569,Q8NBM8,54646.0
ENSP00000446252,P04179,24750.0
ENSP00000326858,Q5TFE4,51845.0
ENSP00000312981,Q53GS9,65381.0
ENSP00000354632,P00846,24817.0
ENSP00000264108,O14929,49541.0
ENSP00000278483,Q53FT3,21628.0
ENSP00000385746,P52788,41268.0
ENSP00000263202,Q92890,34500.0
ENSP00000399862,Q9H9A5,82310.0
ENSP00000252711,O95299,40751.0
ENSP00000296411,P53582,43215.0
ENSP00000428426,P23193,33970.0
ENSP00000263102,Q16204,53291.0
ENSP00000262302,Q9Y5Y2,28825.0
ENSP00000234160,Q9H8Y8,47145.0
ENSP00000458986,O75153,146670.0
ENSP00000306106,,
ENSP00000329915,O95456,32854.0
ENSP00000333664,P09110,44292.0
ENSP00000259667,Q9BX68,17162.0
ENSP00000230640,P42285,117805.0
ENSP00000305682,Q9NYK5,38712.0
ENSP00000367498,Q8N1G4,63473.0
ENSP00000344456,P35222,85497.0
ENSP00000376272,P35249,39682.0
ENSP00000430598,O00244,7402.0
ENSP00000476117,Q9BV38,47405.0
ENSP00000361465,,
ENSP00000417518,O75122,141064.0
ENSP00000369134,,
ENSP00000356243,,
ENSP00000337358,Q9BXW7,46321.0
ENSP00000355217,Q9UNH7,46649.0
ENSP00000215565,P17568,16402.0
ENSP00000258975,Q9BSH4,32477.0
ENSP00000296102,O75394,7619.0
ENSP00000330737,Q9UI09,17114.0
ENSP00000395772,Q9BVP2,61993.0
ENSP00000358814,O43865,58951.0
ENSP00000312618,Q9H845,68760.0
ENSP00000416250,Q14232,33712.0
ENSP00000387471,Q9Y3D0,17663.0
ENSP00000255120,P49321,85238.0
ENSP00000420065,Q96IU4,22346.0
ENSP00000255681,Q9BQ69,35505.0
ENSP00000361926,Q9BT09,30748.0
ENSP00000251607,Q96Q11,50128.0
ENSP00000379051,Q96QR8,33241.0
ENSP00000247970,Q13526,18243.0
ENSP00000424870,P09132,16156.0
ENSP00000211998,P18206,123799.0
ENSP00000268717,Q9UNS2,47873.0
ENSP00000323099,Q8WXE1,85838.0
ENSP00000436679,Q9UBU9,70182.0
ENSP00000351380,Q96EY4,23864.0
ENSP00000319255,Q9UHD1,37490.0
ENSP00000445806,Q3ZCQ8,39646.0
ENSP00000251413,P23258,51170.0
ENSP00000380241,P36639,17952.0
ENSP00000346634,Q9Y2W1,108666.0
ENSP00000214869,Q13445,25206.0
ENSP00000252934,Q9UBB4,53489.0
ENSP00000369897,P49589,85473.0
ENSP00000294119,Q04323,33325.0
ENSP00000380322,Q9BV81,12017.0
ENSP00000385828,Q16762,33429.0
ENSP00000330787,O75438,6961.0
ENSP00000448054,Q8NFH4,36708.0
ENSP00000370750,Q8TC12,35386.0
ENSP00000222673,Q02218,115935.0
ENSP00000435365,Q5JTV8,66248.0
ENSP00000356448,P12270,267293.0
ENSP00000254950,Q9UN37,48898.0
ENSP00000354525,Q96A35,24915.0
ENSP00000419088,Q96A26,17342.0
ENSP00000276390,P21281,56501.0
ENSP00000371230,Q9UIJ7,25565.0
ENSP00000265097,Q96J01,38772.0
ENSP00000352516,P26358,183165.0
ENSP00000216500,Q9Y394,38299.0
ENSP00000246117,Q969V3,62974.0
ENSP00000378854,P78330,25008.0
ENSP00000480004,P07099,52949.0
ENSP00000246071,P08579,25486.0
ENSP00000354681,O60313,111631.0
ENSP00000318176,O75569,34404.0
ENSP00000429824,Q14677,68259.0
ENSP00000276062,A0A8J8YU24,11920.0
ENSP00000254508,Q8TEM1,205111.0
ENSP00000322991,O15382,44288.0
ENSP00000307850,Q14919,22350.0
ENSP00000420608,Q8N766,111759.0
ENSP00000279242,Q13405,19198.0
ENSP00000374354,Q96B26,30040.0
ENSP00000417764,Q9H553,47092.0
ENSP00000408910,Q13561,44231.0
